"Participant","Session","MsgId","Type","Messages","CurrentAction","NextIntents","ResponseNextMsg?","ResponseMsgId","ResponseMessages","ResponseCurrentAction","ResponseNextIntents","App","AppVersion"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","39","user","click yes","","","y","40","Oops; the terms ""yes"" <b>do not match a valid UI component</b> from the app. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","40","bot","Oops; the terms ""yes"" <b>do not match a valid UI component</b> from the app. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","y","41","click go","","","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","41","user","click go","","","y","42","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","42","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","43","yes","","","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","43","user","yes","","","y","44","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","44","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","45","This is the last step","","","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","45","user","This is the last step","","","","","","","","Droid_Weight","1.5.4"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","1","user","P21","","","y","2","Hi P21; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","2","bot","Hi P21; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","y","3","; selectedValues = 6","","","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","3","user","; selectedValues = 6","","","y","4","Okay; please tell me the <b>incorrect behavior</b> that you observed on GnuCash","CONFIRM_APP","OB_DESCRIPTION","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","4","bot","Okay; please tell me the <b>incorrect behavior</b> that you observed on GnuCash","CONFIRM_APP","OB_DESCRIPTION","y","5","balance sheet duplicated","","","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","5","user","balance sheet duplicated","","","y","6","I am sorry; I couldn't recognize the language of your description.  Please tell me the <b>incorrect behavior</b> one more time","PROVIDE_OB_NO_PARSE","OB_DESCRIPTION","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","6","bot","I am sorry; I couldn't recognize the language of your description.  Please tell me the <b>incorrect behavior</b> one more time","PROVIDE_OB_NO_PARSE","OB_DESCRIPTION","y","7","balance sheet got duplicated","","","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","7","user","balance sheet got duplicated","","","y","8","Got it. From the list below; select the screen that is <b>having or triggering</b> the problem.  Please click the ""<b>done</b>"" button after you have selected it","SELECT_OB_SCREEN","OB_SCREEN_SELECTED","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","8","bot","Got it. From the list below; select the screen that is <b>having or triggering</b> the problem.  Please click the ""<b>done</b>"" button after you have selected it","SELECT_OB_SCREEN","OB_SCREEN_SELECTED","y","9","none of the above","","","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","9","user","none of the above","","","y","10","Okay then; which of the following screens is <b>having or triggering the problem</b>?","CONFIRM_SELECTED_OB_SCREEN","OB_SCREEN_SELECTED","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","10","bot","Okay then; which of the following screens is <b>having or triggering the problem</b>?","CONFIRM_SELECTED_OB_SCREEN","OB_SCREEN_SELECTED","y","11","done; selectedValues = 5","","","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","11","user","done; selectedValues = 5","","","y","12","Got it; please tell me how the app is <b>supposed to work</b>","CONFIRM_SELECTED_OB_SCREEN","EB_DESCRIPTION","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","12","bot","Got it; please tell me how the app is <b>supposed to work</b>","CONFIRM_SELECTED_OB_SCREEN","EB_DESCRIPTION","y","13","don't duplicate","","","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","13","user","don't duplicate","","","y","14","I am sorry; I couldn't recognize the language of your description. Please tell me how the app is <b>supposed to work</b> one more time","PROVIDE_EB_NO_PARSE","EB_DESCRIPTION","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","14","bot","I am sorry; I couldn't recognize the language of your description. Please tell me how the app is <b>supposed to work</b> one more time","PROVIDE_EB_NO_PARSE","EB_DESCRIPTION","y","15","one balance sheet","","","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","15","user","one balance sheet","","","y","16","Okay; now I need the steps that you performed and caused the problem. <b>The next steps</b> that you performed <b>after you opened the app</b> might be the following (see the list below). Please <b>select the steps</b> that you actually performed","PREDICT_FIRST_S2R_PATH","S2R_PREDICTED_SELECTED","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","16","bot","Okay; now I need the steps that you performed and caused the problem. <b>The next steps</b> that you performed <b>after you opened the app</b> might be the following (see the list below). Please <b>select the steps</b> that you actually performed","PREDICT_FIRST_S2R_PATH","S2R_PREDICTED_SELECTED","y","17","done; selectedValues = 3","","","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","17","user","done; selectedValues = 3","","","y","18","Okay; it seems <b>the next steps</b> that you performed might be the following (see the list below). Please <b>select the steps</b> that you actually performed","PREDICT_FIRST_S2R_PATH","S2R_PREDICTED_SELECTED","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","18","bot","Okay; it seems <b>the next steps</b> that you performed might be the following (see the list below). Please <b>select the steps</b> that you actually performed","PREDICT_FIRST_S2R_PATH","S2R_PREDICTED_SELECTED","y","19","done; selectedValues = 0; 1; 2; 3","","","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","19","user","done; selectedValues = 0; 1; 2; 3","","","y","20","Okay; is this <b>the last step</b> that you performed: ""Tap the ""btn balance sheet (SHEET)"" button""?","PREDICT_FIRST_S2R_PATH","NO_EXPECTED_INTENT","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","20","bot","Okay; is this <b>the last step</b> that you performed: ""Tap the ""btn balance sheet (SHEET)"" button""?","PREDICT_FIRST_S2R_PATH","NO_EXPECTED_INTENT","y","21","no","","","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","21","user","no","","","y","22","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","22","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","23","open menu","","","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","23","user","open menu","","","y","24","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","24","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","25","yes","","","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","25","user","yes","","","y","26","Okay; is this <b>the last step</b> that you performed: ""open menu""?","PREDICT_FIRST_S2R_PATH","NO_EXPECTED_INTENT","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","26","bot","Okay; is this <b>the last step</b> that you performed: ""open menu""?","PREDICT_FIRST_S2R_PATH","NO_EXPECTED_INTENT","y","27","no","","","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","27","user","no","","","y","28","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","28","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","29","click settings","","","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","29","user","click settings","","","y","30","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","30","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","31","yes","","","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","31","user","yes","","","y","32","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","32","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","33","click return","","","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","33","user","click return","","","y","34","Oops; the terms ""return"" <b>do not match a valid UI component</b> from the app. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","34","bot","Oops; the terms ""return"" <b>do not match a valid UI component</b> from the app. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","y","35","close settings","","","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","35","user","close settings","","","y","36","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","36","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","37","none","","","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","37","user","none","","","y","38","I am sorry; I am not able to understand this step.  Please <b>rephrase and provide the step</b> one more time","PROVIDE_S2R_NO_PARSE","S2R_DESCRIPTION","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","38","bot","I am sorry; I am not able to understand this step.  Please <b>rephrase and provide the step</b> one more time","PROVIDE_S2R_NO_PARSE","S2R_DESCRIPTION","y","39","This is the last step","","","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","39","user","This is the last step","","","y","40","Okay; great!. The <b>bug report ID</b> that you need to provide in the survey is:. <b>P21-GnuCash-2.1.3-97317f1b-5c1a-491e-89a1-d4b37d84e5d6</b>. The button below will take you to the <b>bug report</b> you just issued. Thank you for using BURT","REPORT_SUMMARY","NO_EXPECTED_INTENT","GnuCash","2.1.3"
"P21","97317f1b-5c1a-491e-89a1-d4b37d84e5d6","40","bot","Okay; great!. The <b>bug report ID</b> that you need to provide in the survey is:. <b>P21-GnuCash-2.1.3-97317f1b-5c1a-491e-89a1-d4b37d84e5d6</b>. The button below will take you to the <b>bug report</b> you just issued. Thank you for using BURT","REPORT_SUMMARY","NO_EXPECTED_INTENT","","","","","","GnuCash","2.1.3"
"P22","bda811c5-5650-4f97-8505-8ec7e9ede8a5","1","user","P22","","","y","2","Hi P22; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","Android_Token","2.10"
"P22","bda811c5-5650-4f97-8505-8ec7e9ede8a5","2","bot","Hi P22; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","y","3","; selectedValues = 2","","","Android_Token","2.10"
"P22","bda811c5-5650-4f97-8505-8ec7e9ede8a5","3","user","; selectedValues = 2","","","y","4","Okay; please tell me the <b>incorrect behavior</b> that you observed on Android Token","CONFIRM_APP","OB_DESCRIPTION","Android_Token","2.10"
"P22","bda811c5-5650-4f97-8505-8ec7e9ede8a5","4","bot","Okay; please tell me the <b>incorrect behavior</b> that you observed on Android Token","CONFIRM_APP","OB_DESCRIPTION","y","5","I added a token but it was not displayed","","","Android_Token","2.10"
"P22","bda811c5-5650-4f97-8505-8ec7e9ede8a5","5","user","I added a token but it was not displayed","","","y","6","Got it. From the list below; select the screen that is <b>having or triggering</b> the problem.  Please click the ""<b>done</b>"" button after you have selected it","SELECT_OB_SCREEN","OB_SCREEN_SELECTED","Android_Token","2.10"
"P22","bda811c5-5650-4f97-8505-8ec7e9ede8a5","6","bot","Got it. From the list below; select the screen that is <b>having or triggering</b> the problem.  Please click the ""<b>done</b>"" button after you have selected it","SELECT_OB_SCREEN","OB_SCREEN_SELECTED","y","7","done; selectedValues = 0","","","Android_Token","2.10"
"P22","bda811c5-5650-4f97-8505-8ec7e9ede8a5","7","user","done; selectedValues = 0","","","y","8","Got it; please tell me how the app is <b>supposed to work</b>","CONFIRM_SELECTED_OB_SCREEN","EB_DESCRIPTION","Android_Token","2.10"
"P22","bda811c5-5650-4f97-8505-8ec7e9ede8a5","8","bot","Got it; please tell me how the app is <b>supposed to work</b>","CONFIRM_SELECTED_OB_SCREEN","EB_DESCRIPTION","y","9","Any tokens I've created should be displayed","","","Android_Token","2.10"
"P22","bda811c5-5650-4f97-8505-8ec7e9ede8a5","9","user","Any tokens I've created should be displayed","","","y","10","Okay; is this <b>the last step</b> that you performed: ""Open the application""?","PREDICT_FIRST_S2R_PATH","NO_EXPECTED_INTENT","Android_Token","2.10"
"P22","bda811c5-5650-4f97-8505-8ec7e9ede8a5","10","bot","Okay; is this <b>the last step</b> that you performed: ""Open the application""?","PREDICT_FIRST_S2R_PATH","NO_EXPECTED_INTENT","y","11","no","","","Android_Token","2.10"
"P22","bda811c5-5650-4f97-8505-8ec7e9ede8a5","11","user","no","","","y","12","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","Android_Token","2.10"
"P22","bda811c5-5650-4f97-8505-8ec7e9ede8a5","12","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","13","I clicked the three dots in the upper right","","","Android_Token","2.10"
"P22","bda811c5-5650-4f97-8505-8ec7e9ede8a5","13","user","I clicked the three dots in the upper right","","","y","14","Oops; I couldn't recognize the step. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","Android_Token","2.10"
"P22","bda811c5-5650-4f97-8505-8ec7e9ede8a5","14","bot","Oops; I couldn't recognize the step. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","y","15","I pressed the three dots in the upper right","","","Android_Token","2.10"
"P22","bda811c5-5650-4f97-8505-8ec7e9ede8a5","15","user","I pressed the three dots in the upper right","","","y","16","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","Android_Token","2.10"
"P22","bda811c5-5650-4f97-8505-8ec7e9ede8a5","16","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","17","I pressed ""add token""","","","Android_Token","2.10"
"P22","bda811c5-5650-4f97-8505-8ec7e9ede8a5","17","user","I pressed ""add token""","","","y","18","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","Android_Token","2.10"
"P22","bda811c5-5650-4f97-8505-8ec7e9ede8a5","18","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","19","yes","","","Android_Token","2.10"
"P22","bda811c5-5650-4f97-8505-8ec7e9ede8a5","19","user","yes","","","y","20","Okay; it seems <b>the next steps</b> that you performed might be the following (see the list below). Please <b>select the steps</b> that you actually performed","PREDICT_FIRST_S2R_PATH","S2R_PREDICTED_SELECTED","Android_Token","2.10"
"P22","bda811c5-5650-4f97-8505-8ec7e9ede8a5","20","bot","Okay; it seems <b>the next steps</b> that you performed might be the following (see the list below). Please <b>select the steps</b> that you actually performed","PREDICT_FIRST_S2R_PATH","S2R_PREDICTED_SELECTED","y","21","done; selectedValues = 0; 2","","","Android_Token","2.10"
"P22","bda811c5-5650-4f97-8505-8ec7e9ede8a5","21","user","done; selectedValues = 0; 2","","","y","22","Okay; it seems <b>the next steps</b> that you performed might be the following (see the list below). Please <b>select the steps</b> that you actually performed","PREDICT_FIRST_S2R_PATH","S2R_PREDICTED_SELECTED","Android_Token","2.10"
"P22","bda811c5-5650-4f97-8505-8ec7e9ede8a5","22","bot","Okay; it seems <b>the next steps</b> that you performed might be the following (see the list below). Please <b>select the steps</b> that you actually performed","PREDICT_FIRST_S2R_PATH","S2R_PREDICTED_SELECTED","y","23","done; selectedValues = 3","","","Android_Token","2.10"
"P22","bda811c5-5650-4f97-8505-8ec7e9ede8a5","23","user","done; selectedValues = 3","","","y","24","Okay; it seems <b>the next steps</b> that you performed might be the following (see the list below). Please <b>select the steps</b> that you actually performed","PREDICT_FIRST_S2R_PATH","S2R_PREDICTED_SELECTED","Android_Token","2.10"
